review_id,review_name,time,text,product_id
c9c03068-276f-458d-879f-a75a634be39f,Yasir M.,1 month ago,Awesome mobile recieved on time very fast processor lovely color seller are very cooperative totally satisfied 👌👍,423781498
c10d3641-eec9-4d58-8253-8bd454fd7ba6,Abdul S.,2 months ago,1 . Look & Design: Phone is awesome in look very beautiful design. Feels like premium flagship 2. Performance : Satisfactory 3. Battery : Awesome 4. Front Camera Average 5. Back Camera : Good but not excellent 6. Over all : Value for money.  Recommended this item.,432054677
e8d4e02b-bbf7-41e4-afbf-a1f8a25e5fe0,3***8,2 months ago,بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں,432054677
55956208-1d1b-4816-81d6-e62c040b6e72,M J.,2 months ago,I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want,432054677
325e407a-e2ec-4370-898e-6720e22470d1,3***6,3 weeks ago,waqt se pehly Dilevry hogai. mob b new he. jazakallah dear,428986336
085a15c0-0a0b-4a75-8bbd-7600bad39c47,Muhammad U.,3 months ago,received Original Product of Redme... Seller Response Very Good and Early. Satisfied 👍,430225803
5f3c127c-f4a9-495c-8289-05cc85495594,Saeed K.,3 days ago,Mobile to Pinpack hai jaldi bi Ponch aya laikn delivery walo ne us adress pe nahi ponchaya jo adress dia tha balke call kr ke inform kia gaya or kaha gaya k a ke khud le jaye jiske ko laine k kiye mujhe 12 km dor ja ke kaina para bht afsos howa  is bat pe.,430225803
d05a0516-eda8-4e73-9b1a-354d30997fd7,Yar M.,2 weeks ago,Great mobile fast charging bhi nahi hai and No Glass No Cover.Best for my Rayyan Ali Khan.,430225803
391a5099-4346-4cfc-83eb-ff71b2b7a9d6,inam U.,5 months ago,Thanx a lot OPPO Mobile Pakistan for quality product which i ordered & Daraz for in time delivery.,422151695
1d0faa9a-f71d-45ee-b031-ad3a15566c11,Saima N.,2 weeks ago,I recently received my parcel from the official Oppo store and while the phone itself is excellent and original I was disappointed with the packaging. The box arrived damaged and there were no bubble wrap or proper protection inside. However I must commend the seller for their polite and reasonable behavior throughout the process. I hope they improve their packaging to ensure better protection for future shipments. #OnlineShopping #OppoStore #CustomerExperience,422151695
2cb2e342-3acb-46af-b304-c5ad00198418,3***2,5 months ago,Good Service.. Mobile recieved on time 👍,422151695
1deb965a-bd65-431d-9cb3-0c441dae9ce5,Atif N.,1 week ago,genuine product with huge discount at Daraz 11.11 offer,432048376
80bbcca3-ba30-412a-9d6a-c8791c6ecdd1,Asim A.,4 months ago,Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.,425222112
41b771e5-bf13-4fd3-b651-dbc23a05ee34,Faisal K.,5 months ago,Nice mobile delivery in time thanks for seller,425222112
e57c8bfb-202c-4c44-ac8b-d3c72d8c42a5,3***6,4 months ago,thank you draz and thank you seller bohat Acha mobile Hy or same colour Jo order Kia tha bohat Acha seller Hy over all very nice and good experience,425222112
d77b65ec-a6c5-414d-8c53-86746a1577fb,Ali C.,3 weeks ago,Very disappointing. This phone is not 8 GB RAM as claimed. This is a 4GB + 4 GB expendable. The add should clearly state that truth. Also it has a slow processor. an iPhone user will find it very slow. it is large screen phone. The back camera quality is good in day light but not very good in low light. Overall it is okay for the price it is being sold at. But the ad should clearly state the figures to avoid any disappointments.,433726040
886ce93e-523a-4019-918b-898b0c0915b6,anmolmushtaq,2 weeks ago,same mobile deliver hoa hai thanks 😊😊👍 I'm very happy......,433726040
1d359487-71df-44a9-8183-9946b8a09b82,inam,2 weeks ago,good quality nice phone I like it very much,433726040
87f47d95-27c5-4fb5-94ec-4a3368a133b2,Zain Z.,1 week ago,I received my product before Delievery date Thr phone was box packed I recommend this seller for Phone Buying I am truly satisfied with the seller,428559876
3fd46c3b-a5e7-4d8c-a168-a887fdc954f0,3***0,3 weeks ago,excellent service very cooperative seller very fast delivery,428559876
3e06e510-fb9f-47af-ba2a-0c2670b486e5,Anne M.,2 weeks ago,Alhamdolillah got my package delivered super fast within 12hrs 50 mins to be exact even before the initial expected arrival date. Seller was super cooperative humble and replied instantly in chat. The parcel itself was packed firmly carefully and securely. The phone was PTA approved. The official warranty started on the date of purchase. I'm more than satisfied with my experience. Highly recommended! Thank you very much Daraz and Seller! Jazakallah!,428559876
73480ae2-a4c9-4bdc-9caa-46f74a935b3b,s***.,1 week ago,#11.11 Genuine seller he sent exact same item as shown. Phone was seal packed and brand new. Loved the phone. Such a great buy in so affordable price🥺❤️ totally loved it.... highly recommended😍 Thank u daraz Thank u seller .... 5 stars from my side🌟🌟🌟🌟🌟,427887954
956fc06d-3bb2-4c01-851a-c8d7e2e87a47,NAVEED A.,2 months ago,very nice set seller is very cooperative special  thanks color is same as asked,427887954
56a41577-b30b-4a8d-8204-76f99ae6ac0e,Mi S.,3 weeks ago,nyccc mobile delivery time very short jasa mobile dhka tha wasa he haa,427887954
ea45ed5e-7786-4e64-b90e-73d2fc5c67ba,3***5,2 weeks ago,i loved the phone its orignal n sealed brand new phone. Thank you seller.,429492323
8a742296-7419-48ca-a923-1381848a9e41,M***.,2 weeks ago,#11.11 excellent quality,429492323
0138889b-d66b-499e-b6a8-d3e6fcd7f961,Hassan A.,2 weeks ago,mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai,429492323
93278161-616a-421c-a5d9-cebf5e7d6d60,habib H.,4 months ago,mobile ki packing bhi achi ha.or original sumsang ki packing ki halat ma received howa ha dil khush kar diya daraz ki service na,422211748
7f109347-18be-43f3-b7be-674edeaf2983,UMER,6 months ago,Thanks a lot Daraz for their phenomenal service and a great discount of 5000the device is very reasonablekeeping the current situation of the inflationI would highly recommend this over all other Chinese brandsthe look and feel of the device is awesome same like the flagship series of samsung and performance is also acceptable overall the only drawback being the charger not included with the device which adds another couple of thousand to the already inflated priceBut still I like the phone thanks again daraz for providing the great experience and serviceThanks a lot Daraz 😊❣️💥,422211748
e076620d-9486-46bb-83f7-d9d80e8fea03,Mrs A.,5 months ago,Nice Cell phone delivered safely but 1 thing is shameful that no adopter with mobile at this heavy price.. only data cable found in the box ..Great services by daraz,422211748
9e2eb6cc-6b2a-4979-8457-2ea8874a4d8e,Amjid H.,4 months ago,well packed buht hi acha original mobile very fast delivery within just 2 days. good seller I'm very happy and satisfied thanks,426364045
1611f245-55d4-4ea0-96f3-e722157b2e70,Usman A.,3 weeks ago,mobile is 100% genuine....😍sealed pack....seller is so much co operative... 🥰price is very low than other sellers or market....👍recommended to all....👍👍thanks 💚,426364045
1b2fb866-bb2e-4a50-93ce-8a768a325643,0***8,1 day ago,Great seller Awesome thank you so much.recommended seller,426364045
51f1dc60-c9ed-4f27-8333-c82e806c2ca7,Muhammad F.,2 months ago,Nice one receive same as pic and good packing nice seller service and PTA approve device very nice..❤❤❤,432049716
71b3ca1c-bf2a-4db7-8289-56d0654416d7,Muhammad F.,1 month ago,very nice good 👍👍👍,432049716
2bbbc81a-a8ed-406b-b7b8-7d8a020df31c,Bilal A.,3 weeks ago,Very Nice and cooperative Seller. My Parcel received in 24 hours. Delivery Service is very Good. Overall Mobile packing is very Good.,432049716
0557fe2b-84ab-4da9-a5eb-79e32d2daec8,Hussain,4 months ago,So far it's good. Seems good. I'll update my review after checking thoroughly.By the way it's genuine product.,425103339
07c51b0c-6af2-4d12-8070-871a53b64396,Faisal B.,4 months ago,Very reasonable price home delivery on the scheduled date excellent packaging unopened sealed phone box approved from PTA thank you daraz.,425103339
409931b3-d380-4ff1-90ab-a3605b320962,Farhan K.,3 months ago,100% genuine phone. Timely delivered. Satisfied with my order from daraz.pk highly recommended,425103339
5eb78211-a0f4-42ee-9e52-abce13b45ee9,Hamza R.,1 week ago,It was just awesome thanks daraz thank you so much Seller Same colour and outstanding service quick delivery...,432482913
0c034efb-537d-4684-b7e2-b754c330cecd,3***9,2 hours ago,very nice and Good packing...Jo dekha aur kaha tha wo hi received howa 3rd time received product and excellent Daraz..Thanks,432482913
a7367906-931f-4ffe-b7c9-aca4e5901326,3***3,2 months ago,Grey order kya thw or blue receive huaBx yehi waja h jw daraz pr trust ni hota,432482913
31b438f9-85d2-4ce8-bdcb-33370b21c6bd,Majid R.,2 months ago,Best mobile in this priceI recommend others to buy this specially from this sellerSeller is very good responsive #ReviewWorldCup,431415621
d4ac0e66-6670-40fa-8bbf-557d4f3406a4,Gul N.,3 months ago,ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر  شکریہ,431415621
ef14e9d4-bb08-4acf-8bc3-26fedea6c6d4,Atika K.,4 weeks ago,Boht acha tajurbaraha very kind perdon sellerher bat ka boht achy sy reply kiamjhy ordrr jaldi chahye tha within 2 days mien order milgyabox pack packingdelivery bhi fast hui Allah is seller k karobar mien taraqi dy,431415621
909c8852-e767-4c0f-ba6f-1d348eaa8b9f,3***9,3 months ago,honest seller fast shipping phone is very good camera results also nice all over good phone and I ordered again,431406016
e891c870-7798-4612-9d4f-c1109b201997,reeb,2 hours ago,Original product good service and quick delivery.,431406016
656c2071-e81c-4698-a866-19efae1fa9d7,3***9,3 months ago,Got the parcel in 2 days. Seller was way too helpful. Product is genuine PTA approved. 12 months warranty from Advance Telecom. A nice handful and cost effective mobile phone. Highly recommend.,431406016
4d6f51aa-d980-4d45-84ba-c2a8080f0b06,Muhammad A.,2 months ago,Excellent product genuine and original product PTA approved. No Patched mobile. Seller sounds a very professional and committed in such deals. strongly recommended and feel free to buy this product.Thank you Daraz and Grateful to you Dear Seller...,427991771
e7faff8b-0c07-4fc5-8da3-994781fe0252,Asif M.,6 days ago,#11.11received as per specs mentioned. highly recommended.,427991771
6754447f-1019-4e3a-b986-e411c55c5801,Shaan U.,3 months ago,Box was sealed and came with all accessories. The seller is recommended for geniune product.,427991771
891936c6-5659-4e2d-94f4-6a4167f6bbb9,Essa B.,3 months ago,EXCELLENT PACKING 👌& MOBILE ORIGINAL AS PER SELLER DESCRIBED. HIGHLY RECOMMENDED 👍. MOBILE IS SO CUTE & SLIM LIGHT WEIGHT. MOBILE WORKING GREAT & CHARGING FASTLY. MOBILE WITH ANDRIOD 13 VERSION & MOBILE SPEED FOR REGULAR USAGE BEST. HONEST & BEST SELLER WITH HUGE DISCOUNTS. ALL ACCESSORIES INCLUDED. DARAZ BEST.,431941132
66104e35-71e4-4fd7-8a73-0988d59bc22c,Asad U.,2 months ago,Good Mobile Genuine Trusted Seller.. Thank You So Much.........,431941132
49c5a382-dc71-4843-9670-5c9b358531a3,Sajid A.,2 months ago,Same received as shown. Thanks a lot of seller and daraz also. 👍❤️👍,431941132
6c30b3ae-6ff5-4c76-9e43-5d4ed3b7e26c,K***.,1 week ago,box was damaged. there was no seal on a box mobile was used .the gift they shown in pictures was different from what they sent .very bad experience .,437889286
507d1a43-c314-4282-97cc-f43687e4f979,Iijaz A.,5 days ago,mobiles itna mahnga lia battery time not good jo gift beja wo to bilcul h bekar ha is se acha 1000 ma jo daraz se order kary wo best ha main cheez no seal on the box box fully opened too much dispoint to see the mob and gift no handfree charger b i think change tha 3 ganty ma full charge karta din ma 2 bar charge karna parta but,437889286
47370bff-7e86-4c2a-9215-6c1393b78948,Aftab A.,6 days ago,Nice mobile and good delivery.,437889286
806e6340-f151-4cb4-9e5e-d5c835108186,3***0,2 weeks ago,Deliver in 3 daysNo warrenty cardNo handfrees in boxOnly charger and low quality backcover in boxLight weight Pakistan make set sparxNot Techno Spark Neo XBut har cheez kam kar rahi hai design Acha haiColor Jo mangwaya wohi aya,429329343
f203fb4f-7eb6-411e-9a8f-a1973803f4c0,3***1,2 weeks ago,Bht acha mobile he .Thank you.EXCELLENT Service.Delivered on time.,429329343
0bc860aa-2d76-4694-8af3-fb9c914de15f,Muhammad M.,3 weeks ago,so reasonable so beautiful just like a woo ❤️😊😂thanks daraz and thnks seller 👍,429329343
229b226b-f419-4b9f-aa10-93b84de6cc3f,**********84,3 weeks ago,very nice PTA prove nice bht bht Khushi hoi mobile dykh kr thanks draz,427598680
ae6c8cf2-201a-45bf-8f74-6efd2e695e42,S***.,4 weeks ago,We get it fast delivery and good item with warranty,427598680
66aee672-373a-48ae-b290-d183ae67b7e4,C.R.P. S.,6 days ago,GOOD DILIVERY TIME WAS LONG BUT ALTHOUGH  GREAT,427598680
397aafd1-c935-4188-bd0a-1708dcaabfec,Shahid B.,3 weeks ago,mobile bahot acha hai. 8 gb ram h aor rom 128 gb hain. software normal lag ra h. camera theek h. overall ais price m zabardast chiz h. saller bahot acha bnda h. main nay usy msg kr kr bht tang kya 😂 lkn saller nay mjhy hr bar reply di. thank you Daraz and thank you saller,432785193
8df2ec22-d247-44e2-9c60-1a7a2fc3bcd7,Ahmad N.,3 weeks ago,It is the best product and the original as I have advertised I have got no two opinions you also order you will like daraz and service is also good and the thing is also cute and has come with absolutely good Awesome products and original Spark phone with box and charger and warranty crad thank you daraz,432785193
3aae47ef-f4f4-4c59-9538-eb2c23997564,3***8,2 weeks ago,slam or thanks daraz bhot hi  service ha 1din phly hi parsl rcve ho gay ha  save packing Kay  shat bhot hi ache device ha 2din use kry KY bad bhe koi isu ni Aya again thanks daraz,432785193
c0f7b3f7-7614-4e7e-b5e0-7221dee55683,Muhammad N.,2 days ago,Excellent service 1 din main mobile phone received hogaya. Seller service is excellent packaging was very good.giving 5 star to overall service..HIGHLY RECOMMENDED.,431396490
61abf2f7-e04e-48fe-b08f-96b4cfe3c91d,Ahsan I.,2 weeks ago,Received in good condition but there are alarming things:1. Warranty was already started 20 days ago2. Charging is pathetic it stops charging after 5-10% then you need to replug the charger3. seller doesn't reply 😒#11.11,433245694
28ececa4-cb29-4a84-b762-19caffc5298e,Astra F.,3 days ago,"1- Received the product in time.2- The product was the same as shown.3- the product in itself was fine but don't expect more than what you have paid. 4- The best part about it is it's super fast charger with the battery to actually pull the weigh of it.5- I tried inquiring about it ""BEFORE"" the purchase but the seller didn't answered6-I ended up not liking the mobile cuz of the lack of features so I tried contacting them again this time they did answered but weren't willing for the return",433245694
18a5a1e0-38fa-4f8b-ab7e-0a8098239401,Junaid R.,5 days ago,well it seems like it's an repack mobile phone after checking warranty on website its warranty was started before my order secondly its box packing was also doubtful maybe because it was open before to activate its warranty. i received after 8 days. shouldn't be delayed this much secondly seller reply always come after a day or never reply 😔 . disappointed but company really made a good phone 📱 good in use.,433245694
3457685c-ab3b-49d0-b3cb-5e3d8bd58899,Faheem Y.,7 months ago,Deliver on time good product 👍,421271122
7e38fc77-26e7-4682-a198-c01880916121,Waqar B.,3 months ago,Product quality is good as per the expectations its value for money. But price is comparatively bit high as per the market.,421271122
d03a5acb-d264-4aff-9d15-818312288e82,daud A.,2 months ago,original product delivered ....reliable seller .......timely delivered  ....!,421271122
bef9d5b9-eb26-4557-99cd-f3cca43cd1f5,Rana A.,1 month ago,Very nice 👍 mobile,433716549
ba05d477-15c6-4dff-968c-0922c550e58e,Khan S.,2 days ago,it is more than perfect... thanks daraz and thanks dealer,433716549
98b9ebc7-61a7-428f-90a1-86337f62d03d,syeda,1 month ago,😅thri preshni thi mehngi chez phli dfa daraz sy buy krty hue k pta k orignle hgi k ni but dekh k sary doubt clear ho gye daraz ki dlivry srwis bht slow hti ja re bki fon A1h  😍,433716549
bd78f25c-ee07-487e-87c6-ad4a37907c3b,Shahid A.,3 weeks ago,Excellent  brilliant quality + fast delivery from seller. Thank you somuch you rock ! Will order again.A+ seller! The description was accurate! I'm so happy with my purchase.Great product. Great service. Excellent seller.Arrived in excellent condition quick shipthanks again for the seller for the fastest delivery and Daraz.inshallah next purchasing ka moqa Milla to esi seller se hi kron ga because seller you rock.outstanding yaar.As described good quality arrived quickly recommended,428561756
cbe23d5f-d5a8-4af9-b780-00ac53e531f9,Ahmad F.,3 weeks ago,It's a good buy with all the discounts. Received same color as selected. A very responsive seller.  Thanks,428561756
c83664cb-7d14-4d8f-a8a1-23a2ba66aec8,Dr N.,1 month ago,MashAllah this seller Rocks once again. shayed kuch pakistanio k isi imaandari k badolat hamara mulk abhi tak salamat hai. Allah apke karobar main bht barkat dey. Excellant product. market main is rate main box pack available nhi. pehlay bhi maine inse Itel ka mobile lia tha wo bhi bht acha tha. Thanks alot seller and specially for Daraz to provide such reliable platform for us. jazak Allah.,434688222
5425f493-8de6-4669-a345-e5e3f2ac2a95,Muhammad N.,4 days ago,not good mobile,434688222
b16850fd-b311-436e-85f4-a1d882842aa1,Azhar H.,3 weeks ago,superb Amazing superb and fabulous bht hi acha hai product achi quality hai bht happy hu KY Mobile acha mill gya 👏👌🫶👍 inshallah next phr yaha sy hi buy karo gi Mobile  💯 recommend Kartii hu,434688222
d2e70caa-1350-4516-b97f-c8041ca30731,Muhammad T.,2 weeks ago,excellent product.   recieved within a week.. thank you Daraz and Seller,432435083
3d170e6d-5d6c-4eef-bcd5-7a5327bab067,Shoaib J.,3 weeks ago,Delivery in 2 days & remarks 10/10,432435083
040de293-27db-43c4-9f4a-7c788c42e632,Ruman R.,2 weeks ago,I greet such honest trader because of delivery at time and geniune product.Infinite thanks.May Allah you live long and progress by leaps and bounds.,432435083
d1982316-0c64-4412-b3aa-d75964d524b6,Haroon S.,1 week ago,mobile was box packed and looks very good.. let's see it's durability,424399248
b8ecd364-7eda-4918-aeb9-3da8e5cc9af9,Ahmad A.,1 week ago,Mashallah Buht hi Achi parking he or delivery bhi fast hoi or seller ka response bhi buht acha Raha thank you.🌹,424399248
5ace6137-d6f9-4855-af9b-965332abb416,fatima A.,2 weeks ago,totally satisfied with the service,424399248
08ae8a82-6714-4efb-a5f5-5c57db604677,Mushtaq H.,6 days ago,both hi acha products Hy Jo cheez dikhai gae Hy wo hi hy,432095802
c25837f5-aad6-456a-9b43-d122f209f2cc,Syed I.,3 weeks ago,good quality mobile recommended,432095802
fac74434-6bd8-46f5-ad25-fba8d10ace55,zaman,3 weeks ago,Delivered on time.....Sealed dabba pack mobile,432095802
2bc7deef-23d6-4bc1-a121-ccbb44f3f20f,*********82,2 weeks ago,bahot Acha mobile hai lekin bahot late service hai bahot Baki sab ok hai,431400484
765bfac7-1ffb-40e4-9dc4-39a783418ce0,3***4,1 week ago,The seller was good and so cooperative he sent me a seal pack phone The quality of the phone is 10/10. I will shop again. thanks,431400484
bbbe339c-c9b1-49a4-9b9e-72040558bb23,Muhammad S.,2 months ago,Product bilkul thk hai or bht achi hai baki main ny activation date wagaira abi check ni ki k pehky use huwa hai ya ni wo check kr k review update krun ga.,431400484
c2056e6e-5ac8-4266-a0e9-05a3695dd63b,Wasi U.,2 weeks ago,Thanks Daraz and seller excellent service same as shown in picture and producg receive in 3 days,428779197
41160c94-03c2-4c7d-aa0b-6c6d5f234786,Aitsam P.,2 weeks ago,buht pyari device h original PTA approved h thanks daraz and seller. ❤️❤️,428779197
1826037b-a6db-42ab-b036-5e47f5ae3863,i***z,1 week ago,original product hy A1 quality ky sath...munsab price ma... thanks,428779197
5119e1e5-e1f9-4a8f-8afa-b6e397406446,Samia R.,2 months ago,pehli br draz sy itni mehnghi cheez li ha. i was so scared. wo b advance payment py. ak tu is me headfone include nhi. wo msla company ka ha. dusra black color order kia ta. seller ny bina pochy yh bej dia. itna issue ni h at least ak br pochna chye na? i pay 41000 for it k market sy b zada h. wo b adjustable h. phone mujy bht psnd aya isk features. clr ghlt bejny ki wja giving 4 star.,432744611
26b6ca8e-fc07-47c8-9150-6a22f43538d0,3***8,2 months ago,Perfect Mobile reasonable price Delivery with in 2daysSeller was good Thankyou so much,432744611
da909a35-7635-4f85-b59c-16b9bbe01e47,View P.,2 months ago,- Very good quality built- Good performance - Safely delivered- Good seller service,432744611
3eab5037-e63c-4a7e-aa41-53c17c80fa5f,rubina A.,4 months ago,Both Acha phone hai tanks seller  thanks daraz colour b outstanding hai use main behtreen use k bàad view dy rahe thanks again,424968322
30ef8b5f-275b-4602-9d31-b4cf5254cb2f,Mehboob U.,5 months ago,very positive approach and was as I ordered and mobile is working good.very happy to have that thans to retailer and also to daraz. as per my expectations fingerprints senser and fast charging not available. my suggestion is to please write all specifications on ad. Dex tracking number is not working on website but phone was delivered on very 1st of expected dates between 18 July to 21 July and received on 18th of July. was surprised and happy. good response front retailer on every chat but very poor or no response from daraz chat. due to daraz no response and tracking ID status not available on website I was afraid and confused and wanted to cancel my order if not reached on 18th of July but was surprised to have that. please improve response to have good customer experience. Thank you,424968322
07abb393-cdeb-4643-9c16-2df4bcaebf83,MATTI U.,5 months ago,It's really good 👍Original Samsung product with best hardware and software nice screen panel and camera alsoAccording to price it is the best mobile from a brandIn one sentenceIt is value for money device,424968322
e5b6425b-84f9-4139-8cd0-d6b23768f519,Salman T.,5 months ago,I purchased mobiles before from this seller. Best seller on daraz and trustworthy. I got the order the very next day. The original genuine pin packed mobile received unboxed the mobile by myself. Again got satisfied with their service and package.,425749788
2909bec7-d96a-421a-8246-5eaa0d8ba58a,Syed N.,2 weeks ago,Received very fast. in very good packing. satisfied and recomended,425749788
8bd31140-e97a-4383-89f5-6ab76316e930,Yasir I.,3 months ago,Thanks 😊 Excellent Presentation 👏,425749788
f88ed01c-f78b-4dc4-8da6-b1504925604d,Bakhtawar S.,3 weeks ago,The phone is very nice although the delivery was a little slow. The price was higher than the market even after discounts which is very disappointing.,427479408
6643dbf2-6e06-4d4c-bb82-dd41922b64d5,Faisal A.,6 days ago,Alhumdulillah Thank you Seller and Daraz,427479408
e2692ca5-ca99-4ad6-914f-306f2a82f5f0,Asfand A.,2 weeks ago,the product is same as shown price was higher than market price but it's good and same as shown recommend 👍❤😊,427479408
568bab29-af7f-4e5c-9fee-3d1776e3177d,Mehboob U.,3 months ago,outstanding. same as described very good response from seller and most important delivered before time as was stated 100% satisfied with quality and seller,422864285
3d89ccdf-3dcf-4d7e-9723-83bb6880acd8,3***1,1 month ago,it's my 4th order and everytime I got great response a sealed box pack mobile phone with fast delivery thank you daraz and also thank you to sellervery high recommended seller,422864285
