product_id,name,price,score,image_url,product_url
421054632,Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty,19999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1
432849791,itel  A60s 4GB RAM* +128GB ROM 6.6″ HD+ Display 5000mAh Battery PTA approved Official Brand Warranty,22399,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?search=1
422210787,Samsung Galaxy A14 6GB+128GB,54999,8.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-galaxy-a14-6gb128gb-i422210787-s1998035735.html?search=1
430239285,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",46999,9.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1
423781498,SPARX NEO 7 ULTRA 6+128GB || 6.7 DISPLAY || 5000mAh BATTERY || OCTA CORE PROCESSOR || FAST CHARGING || PTA APPROVED || ONE YEAR BRAND WARRANTY,28999,9.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/sparx-neo-7-ultra-6128gb-67-display-5000mah-battery-octa-core-processor-fast-charging-pta-approved-one-year-brand-warranty-i423781498-s2073410404.html?search=1
432054677,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",36999,9.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i432054677-s2064260237.html?search=1
428986336,TECNO CAMON 20 - 8GB+8GB RAM 256GB ROM - 5000 mAh Battery,47000,10.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/20-8gb-8gb-256gb-5000-mah-i428986336-s2045897546.html?search=1
432674368,Samsung Galaxy A54 8GB+256GB,128999,9.2,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1
430225803,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",29999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1
422151695,OPPO A17  4GB + 64GB  5000mAh Battery,36999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383387.html?search=1
432048376,Infinix Hot 30 || 8GB Ram 128GB Rom || 5000mAh Battery,39999,9.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i432048376-s2094321959.html?search=1
433497804,Xiaomi 13T (12GB-256GB) PTA Approved With Official 1 Year Warranty,169999,9.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?search=1
425222112,Redmi 12C - 6.71 Inch Display - 4GB RAM,25990,9.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-12c-671-inch-display-4gb-ram-i425222112-s2014006595.html?search=1
433726040,itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display  | 8MP Dual Rear Camera,22749,8.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/itel-a60s-66-hd-display-8128gb-storage-hd-display-8mp-dual-rear-camera-i433726040-s2090405684.html?search=1
428559876,"Infinix Note 30 RAM 8 GB ROM 256 GB Front Camera	 16 MP  Back Camera	64 MP + 2 MP + AI Cam  Battery Type	Li-Po 5000 mAh, non-removable",46999,9.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428559876-s2046485138.html?search=1
427887954,itel S23 8GB Ram 128GB Rom 6.6 Display 5000mAh Battery and 50MP Camera PTA Approved with One year brand Warranty,28799,8.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/8gb-s23-128gb-66-mah-50mp-pta-i427887954-s2133001390.html?search=1
429492323,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,39999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1
422211748,Samsung Galaxy A14 4GB+128GB,51999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-galaxy-a14-4gb128gb-i422211748-s1998041160.html?search=1
426364045,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,28999,9.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1
432049716,"Infinix Smart 7 , Back Camera	13 MP ,  4GB RAM	64GB ROM , Fingerprint , 5000 mAh Battery",25999,10.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/7-13-mp-4gb-64gb-5000-mah-i432049716-s2080852409.html?search=1
425103339,Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,26999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-12c-4gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i425103339-s2013166151.html?search=1
436457774,Infinix Hot 30 - 8GB RAM - 128GB ROM - 5000mAH Battery - 33W Fast charge - 6.7 Display - PTA Approved - 1 Year Official Warranty,37999,0.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/30-8gb-128gb-5000mah-33w-67-pta-1-i436457774-s2095531396.html?search=1
432482913,"Redmi Note 12  8GB Ram 128GB Rom, Display Size  6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W",49999,9.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1
431415621,"Redmi A2 Plus , 3GB RAM 64GB ROM , 8MP Main Camera , Fingerprint , 5000mAh Fast Charging",20999,8.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/a2-3gb-64gb-8mp-5000mah-i431415621-s2075020731.html?search=1
431406016,Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,22999,9.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/a60s-wach-4gb-128gb-wach-66-mah-i431406016-s2057010875.html?search=1
427991771,Itel S23 - 6.6 Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM,27999,9.2,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404170.html?search=1
431941132,"Redmi A2 Plus , 3GB Ram 4GB Rom , 6.5 Inches IPS Display , 5000 mAh   - Battery",19999,9.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/a2-3gb-4gb-65-ips-5000-mah-i431941132-s2060289933.html?search=1
436839264,Samsung A14 4GB/64GB - 5000 mAh Battery - 6.6' Display - Android 13,34999,8.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-a14-4gb64gb-5000-mah-battery-66-display-android-13-i436839264-s2101404094.html?search=1
436801398,Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,32999,8.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/realme-narzo-50a-prime-4gb-128gb-pta-approved-with-official-1-year-warranty-i436801398-s2101274808.html?search=1
421074981,Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,51999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-note-12-8gb-128gb-pta-approved-with-official-1-year-warranty-i421074981-s1988370279.html?search=1
430685852,Redmi A2+ 3GB - 64GB 5000mAh 10W fast charging 6.52” HD+ Dot Drop display PTA  Approved  system active,19499,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-a2-3gb-64gb-5000mah-10w-fast-charging-652-hd-dot-drop-display-pta-approved-system-active-i430685852-s2054176513.html?search=1
436821010,Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,64499,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/infinix-note-30-pro-8-256-gb-pta-approved-with-official-1-year-warranty-i436821010-s2101334479.html?search=1
434216463,vivo Y17s - 6GB RAM - 128GB ROM - 5000mAh Battery - 50+2 MP Camera - Helio G85 Processor,44999,9.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/vivo-y17s-6gb-ram-128gb-rom-5000mah-battery-502-mp-camera-helio-g85-processor-i434216463-s2082615909.html?search=1
436994487,Tecno SPARK 10 PRO 8GB RAM - 256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,38450,9.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?search=1
430451931,Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,19399,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-a2-3gb64gb-mediatek-helio-g36-android-12-5000-mah-battery-i430451931-s2051820850.html?search=1
429185340,Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,49999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-note-12-8-gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i429185340-s2040915791.html?search=1
421521093,Redmi note 12 8GB RAM -128GB ROM PTA APPROVED OFFICIAL WARRANTY  SUPER FAST CHARGING,50499,6.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-note-12-8gb-ram-128gb-rom-pta-approved-official-warranty-super-fast-charging-i421521093-s1991845039.html?search=1
436820987,Infinix Note 30 8GB/128GB - Android 13 - 6.78 Display - 5000 mAh Battery,43499,8.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/infinix-note-30-8gb128gb-android-13-678-display-5000-mah-battery-i436820987-s2101357944.html?search=1
427414634,Samsung Galaxy A24 8GB+128GB,72999,9.2,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-galaxy-a24-8gb128gb-i427414634-s2030038838.html?search=1
438355041,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,29999,9.2,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i438355041-s2122292352.html?search=1
421054632,Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty,19999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1
432849791,itel  A60s 4GB RAM* +128GB ROM 6.6″ HD+ Display 5000mAh Battery PTA approved Official Brand Warranty,22399,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?search=1
422210787,Samsung Galaxy A14 6GB+128GB,54999,8.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-galaxy-a14-6gb128gb-i422210787-s1998035735.html?search=1
430239285,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",46999,9.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1
423781498,SPARX NEO 7 ULTRA 6+128GB || 6.7 DISPLAY || 5000mAh BATTERY || OCTA CORE PROCESSOR || FAST CHARGING || PTA APPROVED || ONE YEAR BRAND WARRANTY,28999,9.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/sparx-neo-7-ultra-6128gb-67-display-5000mah-battery-octa-core-processor-fast-charging-pta-approved-one-year-brand-warranty-i423781498-s2073410404.html?search=1
432054677,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",36999,9.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i432054677-s2064260237.html?search=1
428986336,TECNO CAMON 20 - 8GB+8GB RAM 256GB ROM - 5000 mAh Battery,47000,10.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/20-8gb-8gb-256gb-5000-mah-i428986336-s2045897546.html?search=1
432674368,Samsung Galaxy A54 8GB+256GB,128999,9.2,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1
430225803,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",29999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1
422151695,OPPO A17  4GB + 64GB  5000mAh Battery,36999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383387.html?search=1
432048376,Infinix Hot 30 || 8GB Ram 128GB Rom || 5000mAh Battery,39999,9.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i432048376-s2094321959.html?search=1
433497804,Xiaomi 13T (12GB-256GB) PTA Approved With Official 1 Year Warranty,169999,9.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?search=1
425222112,Redmi 12C - 6.71 Inch Display - 4GB RAM,25990,9.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-12c-671-inch-display-4gb-ram-i425222112-s2014006595.html?search=1
433726040,itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display  | 8MP Dual Rear Camera,22749,8.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/itel-a60s-66-hd-display-8128gb-storage-hd-display-8mp-dual-rear-camera-i433726040-s2090405684.html?search=1
428559876,"Infinix Note 30 RAM 8 GB ROM 256 GB Front Camera	 16 MP  Back Camera	64 MP + 2 MP + AI Cam  Battery Type	Li-Po 5000 mAh, non-removable",46999,9.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428559876-s2046485138.html?search=1
427887954,itel S23 8GB Ram 128GB Rom 6.6 Display 5000mAh Battery and 50MP Camera PTA Approved with One year brand Warranty,28799,8.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/8gb-s23-128gb-66-mah-50mp-pta-i427887954-s2133001390.html?search=1
429492323,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,39999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1
422211748,Samsung Galaxy A14 4GB+128GB,51999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/samsung-galaxy-a14-4gb128gb-i422211748-s1998041160.html?search=1
426364045,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,28999,9.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1
432049716,"Infinix Smart 7 , Back Camera	13 MP ,  4GB RAM	64GB ROM , Fingerprint , 5000 mAh Battery",25999,10.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/7-13-mp-4gb-64gb-5000-mah-i432049716-s2080852409.html?search=1
425103339,Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,26999,9.4,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-12c-4gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i425103339-s2013166151.html?search=1
436457774,Infinix Hot 30 - 8GB RAM - 128GB ROM - 5000mAH Battery - 33W Fast charge - 6.7 Display - PTA Approved - 1 Year Official Warranty,37999,0.0,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/30-8gb-128gb-5000mah-33w-67-pta-1-i436457774-s2095531396.html?search=1
432482913,"Redmi Note 12  8GB Ram 128GB Rom, Display Size  6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W",49999,9.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1
431415621,"Redmi A2 Plus , 3GB RAM 64GB ROM , 8MP Main Camera , Fingerprint , 5000mAh Fast Charging",20999,8.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/a2-3gb-64gb-8mp-5000mah-i431415621-s2075020731.html?search=1
431406016,Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,22999,9.8,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/a60s-wach-4gb-128gb-wach-66-mah-i431406016-s2057010875.html?search=1
427991771,Itel S23 - 6.6 Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM,27999,9.2,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404170.html?search=1
431941132,"Redmi A2 Plus , 3GB Ram 4GB Rom , 6.5 Inches IPS Display , 5000 mAh   - Battery",19999,9.6,https://static-01.daraz.pk/p/82f8db3690c76b2d433046b37ed9ba4e.jpg_300x0q75.webp,https://www.daraz.pk/products/a2-3gb-4gb-65-ips-5000-mah-i431941132-s2060289933.html?search=1
437889286,vivo V29e 5G - 8+8GB Extended RAM - 256GB ROM - 50MP AF Group Selfie - 120Hz Amoled Display,109999,7.6,https://static-01.daraz.pk/p/6c24f1386af81e1b3318951288cc961f.png_300x0q75.webp,https://www.daraz.pk/products/vivo-v29e-5g-88gb-extended-ram-256gb-rom-50mp-af-group-selfie-120hz-amoled-display-i437889286-s2113900509.html?search=1
